year,quarter,mean_expo,std_expo,mean_risk,std_risk,mean_sent,mean_pos,mean_neg,n_firms,period,cc_balance,Mkt_RF,SMB,HML,RF,Mom,mkt_vol_4q
2021,1,0.0029230005889872173,0.004543971194353195,0.00010787733874139626,0.0003390896627809056,0.0007212889341199607,0.001166933285644051,-0.0004456443640609636,4066,2021.0,0.0016125776497050146,0.05984554842800005,0.06757439487599992,0.18784750239999992,0.0,-0.09809944012000016,0.07329960194916482
2021,2,0.003024570254746387,0.004704365290368347,0.00010349833890620572,0.00037020341184904444,0.000749529305185605,0.0012023205724001132,-0.00045279123944460186,3527,2021.25,0.001655111811844715,0.08149106889999991,-0.01741141540000024,-0.023793358911999962,0.0,0.03904083581599993,0.039387820208330024
2021,3,0.0029705603099041532,0.0045940755488482555,0.00010646678520521013,0.00034906839689762003,0.0007976071145244532,0.001240790094126321,-0.0004431829874662079,4066,2021.5,0.0016839730815925288,-0.0027065742399998705,-0.03605390998400004,0.03000903790399989,0.0,0.017881240573999868,0.06385329400530994
2021,4,0.003108648157337789,0.004589454462755921,0.00011135210944026733,0.0003561043698622376,0.0007329818206627681,0.001230954230019493,-0.0004979724266221109,3587,2021.75,0.001728926656641604,0.08334977445799985,-0.05112685577799991,0.023227747324999992,9.999999999998899e-05,0.018188182592000057,0.040241084205033605
2022,1,0.0030140181810670444,0.004330309999631542,0.00011266350118035883,0.000397286828751652,0.0009011433597733711,0.0013306178179886684,-0.0004294744560906515,4229,2022.0,0.00176009227407932,-0.05475178201600006,-0.05387667635999993,0.14103559195999993,0.0,0.02116302943199999,0.06760254619626734
2022,2,0.0029399211578099837,0.0043958770867232886,0.00011024374879227053,0.0003421595936516643,0.0007748339750402576,0.0012633160952764358,-0.0004884821231884058,3725,2022.25,0.0017517982184648416,-0.17301693495999992,-0.011606788119999933,0.0823309647999999,0.0009001799999999172,0.08840570300000006,0.10720019969332979
2022,3,0.002934554569928401,0.00410680341150459,0.00010861504534606206,0.0003419132764134398,0.000762608907875895,0.0012891327646778043,-0.0005265238747016707,4185,2022.5,0.0018156566393794748,-0.04408811307400007,0.034974396655999884,-0.039486632409999944,0.004606652887999996,0.00984262777999989,0.10478523517416359
2022,4,0.002899265014950166,0.004040362854916187,9.486675802879292e-05,0.0003013658827165683,0.000787406965116279,0.001260719873200443,-0.00047331291362126245,3609,2022.75,0.0017340327868217054,0.056642364050000005,-0.04293298286799996,0.11036166610399989,0.008523852011000033,0.07148464669999988,0.09399542531875807
2023,1,0.0028660184822492255,0.004039578094406815,0.0001035647624493686,0.0003420525777729912,0.0008548343366690493,0.001310129644031451,-0.000455295304741482,4193,2023.0,0.0017654249487729329,0.06446102050399993,0.0029763424600000032,-0.1333236256000001,0.010536782840000258,-0.17689775027499988,0.11096263968747422
2023,2,0.002852597373300707,0.004131035301622276,9.023891163675911e-05,0.00028538737920394685,0.0008403988352365415,0.001273876756389342,-0.0004334779282218597,3673,2023.25,0.0017073546846112016,0.07484260176799995,-0.0036109640799999454,-0.08020381152399991,0.01114105040000024,-0.018487433728000102,0.05520734826261099
2023,3,0.002910630595009597,0.004188773975940694,9.928447216890595e-05,0.0003214556562071768,0.0008689118195777351,0.0013184910223128599,-0.0004495792156909789,4166,2023.5,0.0017680702380038387,-0.04496248961199989,-0.036353953130000005,0.043959733189999906,0.013359037074999858,-0.001048984443999812,0.055640563774425646
2023,4,0.0028066370978959672,0.004165707746407392,0.00010585232407948569,0.0003323667169172967,0.0007987827822910578,0.001278004181472823,-0.0004792213912916423,3420,2023.75,0.0017572255727644653,0.10564618579999996,0.020946231799999993,0.06854946325999989,0.013459898923999791,-0.014935311856000055,0.06567761760755447
