year,month,quarter,mean_expo,std_expo,mean_risk,std_risk,mean_sent,mean_pos,mean_neg,cc_balance,n_firms,Mkt_RF,SMB,HML,RF,Mom,period,mkt_vol_12m,expo_risk_ratio
2005,2,1,0.0012401609347079037,0.0021395130609708694,4.279786139747995e-05,0.00018433091626995048,0.00017334546449026346,0.00041413842726231384,-0.00024079295819014892,0.0006549313854524628,1746,0.018799999999999997,-0.005699999999999999,0.0141,0.0016,0.034300000000000004,2005.0833333333333,0.02540945153427613,0.03450992266303558
2005,3,1,0.0012401609347079037,0.0021395130609708694,4.279786139747995e-05,0.00018433091626995048,0.00017334546449026346,0.00041413842726231384,-0.00024079295819014892,0.0006549313854524628,1746,-0.0194,-0.0141,0.0207,0.0021,0.0043,2005.1666666666667,0.025872535748561763,0.03450992266303558
2005,4,2,0.0013727352290669858,0.0025847048145886025,4.357593241626794e-05,0.00018528551576919015,0.00019670340610047847,0.0004471321339712919,-0.0002504286943779904,0.0006975608283492822,1672,-0.026099999999999998,-0.0393,0.0005,0.0021,-0.0068000000000000005,2005.25,0.026600870058680188,0.03174387042685455
2005,5,2,0.0013727352290669858,0.0025847048145886025,4.357593241626794e-05,0.00018528551576919015,0.00019670340610047847,0.0004471321339712919,-0.0002504286943779904,0.0006975608283492822,1672,0.0365,0.0286,-0.0058,0.0024,0.0037,2005.3333333333333,0.028181328441492483,0.03174387042685455
2005,6,2,0.0013727352290669858,0.0025847048145886025,4.357593241626794e-05,0.00018528551576919015,0.00019670340610047847,0.0004471321339712919,-0.0002504286943779904,0.0006975608283492822,1672,0.0058,0.0256,0.027999999999999997,0.0023,0.0207,2005.4166666666667,0.027902214259912437,0.03174387042685455
2005,7,3,0.0014235885432525952,0.002537862437661071,4.958387543252595e-05,0.00019451313963377573,0.0002272615738177624,0.0004880037422145329,-0.0002607421972318339,0.0007487459394463668,1734,0.0392,0.0287,-0.0078000000000000005,0.0024,0.0003,2005.5,0.02552991560716743,0.03483019878497865
2005,8,3,0.0014235885432525952,0.002537862437661071,4.958387543252595e-05,0.00019451313963377573,0.0002272615738177624,0.0004880037422145329,-0.0002607421972318339,0.0007487459394463668,1734,-0.012,-0.010700000000000001,0.0134,0.003,0.0207,2005.5833333333333,0.02626971409794707,0.03483019878497865
2005,9,3,0.0014235885432525952,0.002537862437661071,4.958387543252595e-05,0.00019451313963377573,0.0002272615738177624,0.0004880037422145329,-0.0002607421972318339,0.0007487459394463668,1734,0.0048,-0.0062,0.0078000000000000005,0.0029,0.0346,2005.6666666666667,0.026252266857388056,0.03483019878497865
2005,10,4,0.001400150173178458,0.00247835561576535,5.209915945089757e-05,0.00020557145177609683,0.00016341635269271382,0.00045563057180570223,-0.00029221420327349526,0.0007478447750791976,1894,-0.0204,-0.013000000000000001,0.0043,0.0027,-0.011899999999999999,2005.75,0.02755490386977838,0.03720969130879654
2005,11,4,0.001400150173178458,0.00247835561576535,5.209915945089757e-05,0.00020557145177609683,0.00016341635269271382,0.00045563057180570223,-0.00029221420327349526,0.0007478447750791976,1894,0.0361,0.0105,-0.011899999999999999,0.0031,0.0034000000000000002,2005.8333333333333,0.026487572843722686,0.03720969130879654
