year,quarter,Mkt_RF,SMB,HML,RF
1985,2,0.0538290686559999,-0.017426879360000203,0.02974541936000019,0.019423681360000167
1985,3,-0.061550329672000026,0.00860661537999996,0.019003453132000026,0.017804504599999937
1985,4,0.15014273919999988,-0.01835891894999997,-0.0359083585779999,0.01922180772499993
1986,1,0.13131177730999988,0.00030348397000001803,-0.005622236978000017,0.01699525808000013
1986,2,0.0437564115839999,0.00419793084800002,-0.017814187920000002,0.015378132496000063
1986,3,-0.09275850144100006,-0.05226047487999996,0.11865152337200002,0.014368127640000061
1986,4,0.024131122112000192,-0.04170959109099992,-0.010848989776000018,0.01345967790599989
1987,1,0.19288527553000012,0.02002268974999999,-0.0734062262320001,0.013258094881999805
1987,2,0.018501931090999957,-0.042253940548000024,0.009876170504000026,0.013056160255999982
1987,3,0.047217926655999776,-0.008433628989999997,0.0021066004879999323,0.013863567289999823
1987,4,-0.243185170992,-0.05783379490800011,0.027019066615999954,0.013458131900000225
1988,1,0.06713330535800033,0.0871858200250002,0.04213162310599983,0.011946398695999783
1988,2,0.05092727435800004,0.0033349309720001052,0.02583021605999991,0.014671104953999814
1988,3,-0.013581914875000045,-0.01498014842600004,0.035839021100000146,0.01729847655800021
1988,4,0.0032685028640000446,-0.02707390916800012,0.016352449096999955,0.018209329051000145
1989,1,0.05332801832300005,0.012322026886999904,0.020835873832999896,0.018411494784999816
1989,2,0.06339303355999992,-0.01722030849100009,-0.0020898362800000347,0.021856965803000117
1989,3,0.0788645767759999,-0.03274117281000011,-0.03439453528000003,0.021045736699999873
1989,4,-0.014992059280000025,-0.06657366777200002,-0.021303073380000037,0.01993077621199979
1990,1,-0.05061202687999988,0.012862804474000011,-0.014576814550000039,0.017905657935999963
1990,2,0.03644576403199995,-0.017087105679999937,-0.08232826459999998,0.02013352559599979
1990,3,-0.17215046308000004,-0.0987661192,0.020979084775999857,0.01952554927999972
1990,4,0.0687405876799998,-0.04373657153599997,-0.044169656968000126,0.01861399255999996
1991,1,0.15202188812599982,0.12129711226400008,-0.03363643288000007,0.01446906982399998
1991,2,-0.017367137488000006,0.002882444899999781,0.020526443215999945,0.014267014622000085
